,magnus_heunicke,nicolai_wammen,mattias_tesfaye,jakob_ellemann,soren_gade,sophie_lohde,lars_lokke,jakob_engel_schmidt,monika_rubin,jacob_mark,pia_dyhr,kirsten_andersen,dennis_flydtkjær,peter_skaarup,soren_espersen,alex_vanopslagh,henrik_dahl,ole_olesen,soren_pape,mette_abildgaard,rasmus_jarlov,pelle_dragsted,mai_villadsen,rosa_lund,martin_lidegaard,samira_nawa,katrine_robsoe,pernille_vermund,lars_mathiesen,kim_andersen,franciska_rosenkilde,christina_olumeko,torsten_gejl,morten_messerschmidt,pia_kjarsgaard,peter_kofod,Anders_Bjarklev,Anders_Lund_Madsen,DTU,Michael_Kristiansen,Peter_Mogensen,Selma_Montgomery
pia_dyhr,0.8909426987060998,0.903107861060329,0.8700564971751412,0.8593155893536122,0.951048951048951,0.8657844990548205,0.8636363636363636,0.7854251012145749,0.8023952095808383,0.8636363636363636,0.0,0.8416988416988417,0.8527724665391969,0.8571428571428572,0.8304093567251463,0.828125,0.8071570576540755,0.8235294117647058,0.8614800759013282,0.8023952095808383,0.907103825136612,0.7975951903807615,0.7829614604462475,0.8349514563106796,0.8118811881188119,0.8483685220729367,0.8970588235294118,0.8679245283018868,0.8439306358381503,0.8483685220729367,0.9169675090252708,0.8929889298892989,0.8527724665391969,0.8372093023255813,0.8304093567251463,0.8679245283018868,0.945518453427065,0.7951807228915663,0.8165680473372781,0.9761092150170648,0.8071570576540755,0.945518453427065
kirsten_andersen,0.8372093023255813,0.9189189189189189,0.8527724665391969,0.8549618320610687,0.9619377162629758,0.8439306358381503,0.8549618320610687,0.8118811881188119,0.7804878048780488,0.7854251012145749,0.8416988416988417,0.0,0.8636363636363636,0.8188976377952756,0.8950276243093923,0.8349514563106796,0.8095238095238095,0.8593155893536122,0.828125,0.8258317025440314,0.8888888888888888,0.7878787878787878,0.7780040733197556,0.8785046728971962,0.8304093567251463,0.8888888888888888,0.8805970149253731,0.88268156424581,0.8188976377952756,0.8593155893536122,0.9150090415913201,0.8950276243093923,0.8349514563106796,0.8909426987060998,0.8970588235294118,0.9051094890510949,0.9342806394316163,0.8047808764940239,0.874296435272045,0.9864864864864865,0.8721804511278195,0.9565217391304348
dennis_flydtkjær,0.8657844990548205,0.8888888888888888,0.8483685220729367,0.8527724665391969,0.9436619718309859,0.8679245283018868,0.8571428571428572,0.8188976377952756,0.8326848249027238,0.8805970149253731,0.8527724665391969,0.8636363636363636,0.0,0.8304093567251463,0.839458413926499,0.8571428571428572,0.828125,0.8372093023255813,0.8593155893536122,0.8657844990548205,0.903107861060329,0.8805970149253731,0.8304093567251463,0.8614800759013282,0.8258317025440314,0.8888888888888888,0.8888888888888888,0.8461538461538461,0.8847583643122676,0.8505747126436781,0.9361702127659575,0.9228007181328546,0.8909426987060998,0.8636363636363636,0.8165680473372781,0.8304093567251463,0.9637305699481865,0.8212180746561886,0.8721804511278195,0.9708404802744426,0.8416988416988417,0.9417989417989419
peter_skaarup,0.8614800759013282,0.8950276243093923,0.7654320987654322,0.7854251012145749,0.9380530973451328,0.8071570576540755,0.8188976377952756,0.7234042553191489,0.7603305785123967,0.8614800759013282,0.8571428571428572,0.8188976377952756,0.8304093567251463,0.0,0.7628865979381443,0.7854251012145749,0.7525987525987525,0.8326848249027238,0.7854251012145749,0.8,0.88268156424581,0.8416988416988417,0.8549618320610687,0.8614800759013282,0.7551867219917012,0.7854251012145749,0.903107861060329,0.7473903966597077,0.8047808764940239,0.8372093023255813,0.9090909090909091,0.9090909090909091,0.8304093567251463,0.7951807228915663,0.7525987525987525,0.7804878048780488,0.945518453427065,0.7755102040816326,0.8326848249027238,0.9726027397260274,0.7927565392354124,0.9655172413793104
soren_espersen,0.8950276243093923,0.8549618320610687,0.7975951903807615,0.8326848249027238,0.951048951048951,0.8235294117647058,0.828125,0.7525987525987525,0.8142292490118577,0.907103825136612,0.8304093567251463,0.8950276243093923,0.839458413926499,0.7628865979381443,0.0,0.8023952095808383,0.75,0.8071570576540755,0.8461538461538461,0.8047808764940239,0.8549618320610687,0.8212180746561886,0.8461538461538461,0.839458413926499,0.7551867219917012,0.8593155893536122,0.9247311827956989,0.7829614604462475,0.8372093023255813,0.839458413926499,0.9361702127659575,0.9247311827956989,0.9010989010989011,0.7704918032786885,0.6725663716814159,0.7829614604462475,0.9565217391304348,0.7577639751552795,0.8549618320610687,0.9655172413793104,0.7421383647798743,0.9473684210526316
alex_vanopslagh,0.8721804511278195,0.8990825688073394,0.8142292490118577,0.8047808764940239,0.9619377162629758,0.8235294117647058,0.8258317025440314,0.720682302771855,0.717948717948718,0.8304093567251463,0.828125,0.8349514563106796,0.8571428571428572,0.7854251012145749,0.8023952095808383,0.0,0.7261146496815287,0.7603305785123967,0.8235294117647058,0.7951807228915663,0.8165680473372781,0.8023952095808383,0.8095238095238095,0.7878787878787878,0.7878787878787878,0.8023952095808383,0.9090909090909091,0.7804878048780488,0.7577639751552795,0.8023952095808383,0.9010989010989011,0.8785046728971962,0.8461538461538461,0.8349514563106796,0.8349514563106796,0.8805970149253731,0.945518453427065,0.7679671457905544,0.8372093023255813,0.9881956155143339,0.8071570576540755,0.9528795811518325
henrik_dahl,0.8326848249027238,0.8636363636363636,0.7975951903807615,0.8071570576540755,0.9672977624784853,0.7903225806451613,0.8,0.6577181208053691,0.6332574031890661,0.8095238095238095,0.8071570576540755,0.8095238095238095,0.828125,0.7525987525987525,0.75,0.7261146496815287,0.0,0.720682302771855,0.7780040733197556,0.7603305785123967,0.8118811881188119,0.75,0.7730061349693251,0.8188976377952756,0.7628865979381443,0.7730061349693251,0.8805970149253731,0.7473903966597077,0.7315010570824525,0.8118811881188119,0.9169675090252708,0.839458413926499,0.8326848249027238,0.8071570576540755,0.8095238095238095,0.8,0.945518453427065,0.6754966887417219,0.728813559322034,0.9743589743589743,0.7234042553191489,0.9436619718309859
ole_olesen,0.8888888888888888,0.8909426987060998,0.874296435272045,0.8527724665391969,0.9743589743589743,0.8461538461538461,0.8118811881188119,0.7577639751552795,0.7679671457905544,0.8461538461538461,0.8235294117647058,0.8593155893536122,0.8372093023255813,0.8326848249027238,0.8071570576540755,0.7603305785123967,0.720682302771855,0.0,0.8165680473372781,0.8212180746561886,0.8483685220729367,0.8118811881188119,0.8349514563106796,0.8416988416988417,0.839458413926499,0.8549618320610687,0.9010989010989011,0.8047808764940239,0.8071570576540755,0.8304093567251463,0.9323843416370107,0.8847583643122676,0.839458413926499,0.8212180746561886,0.8439306358381503,0.88268156424581,0.9323843416370107,0.8212180746561886,0.8258317025440314,0.9708404802744426,0.8118811881188119,0.9547038327526133
soren_pape,0.8593155893536122,0.88268156424581,0.8304093567251463,0.7654320987654322,0.945518453427065,0.828125,0.8165680473372781,0.7903225806451613,0.7341772151898734,0.839458413926499,0.8614800759013282,0.828125,0.8593155893536122,0.7854251012145749,0.8461538461538461,0.8235294117647058,0.7780040733197556,0.8165680473372781,0.0,0.8326848249027238,0.8593155893536122,0.8593155893536122,0.7704918032786885,0.8527724665391969,0.8071570576540755,0.8483685220729367,0.9010989010989011,0.7975951903807615,0.8258317025440314,0.8235294117647058,0.9189189189189189,0.9010989010989011,0.8593155893536122,0.8527724665391969,0.8142292490118577,0.8258317025440314,0.9361702127659575,0.8,0.8483685220729367,0.9778534923339012,0.8235294117647058,0.9726027397260274
mette_abildgaard,0.8700564971751412,0.88268156424581,0.8439306358381503,0.8764044943820225,0.9583333333333334,0.8142292490118577,0.8549618320610687,0.75,0.7780040733197556,0.8764044943820225,0.8023952095808383,0.8258317025440314,0.8657844990548205,0.8,0.8047808764940239,0.7951807228915663,0.7603305785123967,0.8212180746561886,0.8326848249027238,0.0,0.8868274582560297,0.839458413926499,0.8483685220729367,0.828125,0.8349514563106796,0.8571428571428572,0.9169675090252708,0.8461538461538461,0.8372093023255813,0.8805970149253731,0.9436619718309859,0.8764044943820225,0.8679245283018868,0.8188976377952756,0.8549618320610687,0.8304093567251463,0.9361702127659575,0.7654320987654322,0.8614800759013282,0.9619377162629758,0.8023952095808383,0.9528795811518325
rasmus_jarlov,0.903107861060329,0.9247311827956989,0.88268156424581,0.8571428571428572,0.9547038327526133,0.8805970149253731,0.8657844990548205,0.8571428571428572,0.828125,0.8657844990548205,0.907103825136612,0.8888888888888888,0.903107861060329,0.88268156424581,0.8549618320610687,0.8165680473372781,0.8118811881188119,0.8483685220729367,0.8593155893536122,0.8868274582560297,0.0,0.8349514563106796,0.8721804511278195,0.8700564971751412,0.8805970149253731,0.8847583643122676,0.9189189189189189,0.8764044943820225,0.8165680473372781,0.8188976377952756,0.9189189189189189,0.9130434782608696,0.907103825136612,0.8679245283018868,0.907103825136612,0.9130434782608696,0.9583333333333334,0.8593155893536122,0.911070780399274,0.9830508474576272,0.8805970149253731,0.9619377162629758
pelle_dragsted,0.8461538461538461,0.907103825136612,0.8416988416988417,0.8326848249027238,0.9583333333333334,0.8372093023255813,0.8571428571428572,0.7951807228915663,0.7704918032786885,0.8326848249027238,0.7975951903807615,0.7878787878787878,0.8805970149253731,0.8416988416988417,0.8212180746561886,0.8023952095808383,0.75,0.8118811881188119,0.8593155893536122,0.839458413926499,0.8349514563106796,0.0,0.7804878048780488,0.8764044943820225,0.8047808764940239,0.8439306358381503,0.8990825688073394,0.8326848249027238,0.7804878048780488,0.8372093023255813,0.9285714285714286,0.8636363636363636,0.8416988416988417,0.8593155893536122,0.839458413926499,0.8909426987060998,0.9361702127659575,0.7755102040816326,0.8258317025440314,0.9830508474576272,0.8071570576540755,0.9285714285714286
mai_villadsen,0.88268156424581,0.9051094890510949,0.8571428571428572,0.8326848249027238,0.9342806394316163,0.8888888888888888,0.8614800759013282,0.8165680473372781,0.7603305785123967,0.7878787878787878,0.7829614604462475,0.7780040733197556,0.8304093567251463,0.8549618320610687,0.8461538461538461,0.8095238095238095,0.7730061349693251,0.8349514563106796,0.7704918032786885,0.8483685220729367,0.8721804511278195,0.7804878048780488,0.0,0.8095238095238095,0.7780040733197556,0.8505747126436781,0.8657844990548205,0.8142292490118577,0.8304093567251463,0.828125,0.920863309352518,0.874296435272045,0.874296435272045,0.8416988416988417,0.8372093023255813,0.8679245283018868,0.9361702127659575,0.8047808764940239,0.8258317025440314,0.9795918367346939,0.8349514563106796,0.945518453427065
rosa_lund,0.8990825688073394,0.903107861060329,0.839458413926499,0.8593155893536122,0.9583333333333334,0.8614800759013282,0.8188976377952756,0.7975951903807615,0.8235294117647058,0.88268156424581,0.8349514563106796,0.8785046728971962,0.8614800759013282,0.8614800759013282,0.839458413926499,0.7878787878787878,0.8188976377952756,0.8416988416988417,0.8527724665391969,0.828125,0.8700564971751412,0.8764044943820225,0.8095238095238095,0.0,0.8571428571428572,0.8549618320610687,0.8909426987060998,0.8349514563106796,0.8593155893536122,0.8304093567251463,0.9492119089316988,0.9090909090909091,0.8549618320610687,0.8571428571428572,0.8326848249027238,0.8549618320610687,0.9761092150170648,0.8235294117647058,0.8929889298892989,0.9761092150170648,0.8349514563106796,0.951048951048951
martin_lidegaard,0.8372093023255813,0.8439306358381503,0.8023952095808383,0.8142292490118577,0.9323843416370107,0.8326848249027238,0.8349514563106796,0.7234042553191489,0.7951807228915663,0.88268156424581,0.8118811881188119,0.8304093567251463,0.8258317025440314,0.7551867219917012,0.7551867219917012,0.7878787878787878,0.7628865979381443,0.839458413926499,0.8071570576540755,0.8349514563106796,0.8805970149253731,0.8047808764940239,0.7780040733197556,0.8571428571428572,0.0,0.8142292490118577,0.8679245283018868,0.8349514563106796,0.8142292490118577,0.8868274582560297,0.8909426987060998,0.8805970149253731,0.8571428571428572,0.7927565392354124,0.8118811881188119,0.8372093023255813,0.9130434782608696,0.7315010570824525,0.7628865979381443,0.9830508474576272,0.7341772151898734,0.9266547406082289
samira_nawa,0.8439306358381503,0.9150090415913201,0.7755102040816326,0.8118811881188119,0.9399293286219081,0.8416988416988417,0.8349514563106796,0.7654320987654322,0.7755102040816326,0.8527724665391969,0.8483685220729367,0.8888888888888888,0.8888888888888888,0.7854251012145749,0.8593155893536122,0.8023952095808383,0.7730061349693251,0.8549618320610687,0.8483685220729367,0.8571428571428572,0.8847583643122676,0.8439306358381503,0.8505747126436781,0.8549618320610687,0.8142292490118577,0.0,0.8805970149253731,0.8527724665391969,0.8636363636363636,0.8950276243093923,0.911070780399274,0.8805970149253731,0.8527724665391969,0.8721804511278195,0.8188976377952756,0.8439306358381503,0.9380530973451328,0.7975951903807615,0.8071570576540755,0.9795918367346939,0.828125,0.9528795811518325
katrine_robsoe,0.9010989010989011,0.9399293286219081,0.911070780399274,0.8847583643122676,0.9492119089316988,0.9010989010989011,0.9051094890510949,0.8721804511278195,0.8571428571428572,0.8785046728971962,0.8970588235294118,0.8805970149253731,0.8888888888888888,0.903107861060329,0.9247311827956989,0.9090909090909091,0.8805970149253731,0.9010989010989011,0.9010989010989011,0.9169675090252708,0.9189189189189189,0.8990825688073394,0.8657844990548205,0.8909426987060998,0.8679245283018868,0.8805970149253731,0.0,0.9090909090909091,0.9189189189189189,0.920863309352518,0.911070780399274,0.9051094890510949,0.903107861060329,0.9130434782608696,0.907103825136612,0.8909426987060998,0.911070780399274,0.9189189189189189,0.8505747126436781,0.9778534923339012,0.907103825136612,0.9304812834224598
pernille_vermund,0.8679245283018868,0.8785046728971962,0.8095238095238095,0.8483685220729367,0.9473684210526316,0.8349514563106796,0.8679245283018868,0.8023952095808383,0.7804878048780488,0.8416988416988417,0.8679245283018868,0.88268156424581,0.8461538461538461,0.7473903966597077,0.7829614604462475,0.7804878048780488,0.7473903966597077,0.8047808764940239,0.7975951903807615,0.8461538461538461,0.8764044943820225,0.8326848249027238,0.8142292490118577,0.8349514563106796,0.8349514563106796,0.8527724665391969,0.9090909090909091,0.0,0.8258317025440314,0.8235294117647058,0.9150090415913201,0.8909426987060998,0.8679245283018868,0.828125,0.8142292490118577,0.8349514563106796,0.9655172413793104,0.8212180746561886,0.8764044943820225,0.9761092150170648,0.8439306358381503,0.9761092150170648
lars_mathiesen,0.8304093567251463,0.903107861060329,0.8439306358381503,0.8549618320610687,0.9690721649484536,0.8571428571428572,0.8527724665391969,0.7421383647798743,0.7780040733197556,0.828125,0.8439306358381503,0.8188976377952756,0.8847583643122676,0.8047808764940239,0.8372093023255813,0.7577639751552795,0.7315010570824525,0.8071570576540755,0.8258317025440314,0.8372093023255813,0.8165680473372781,0.7804878048780488,0.8304093567251463,0.8593155893536122,0.8142292490118577,0.8636363636363636,0.9189189189189189,0.8258317025440314,0.0,0.8142292490118577,0.9169675090252708,0.8868274582560297,0.8764044943820225,0.8571428571428572,0.8614800759013282,0.8909426987060998,0.9565217391304348,0.8047808764940239,0.8636363636363636,0.9690721649484536,0.8235294117647058,0.951048951048951
kim_andersen,0.903107861060329,0.9189189189189189,0.8461538461538461,0.8483685220729367,0.9619377162629758,0.8614800759013282,0.8636363636363636,0.839458413926499,0.8,0.8142292490118577,0.8483685220729367,0.8593155893536122,0.8505747126436781,0.8372093023255813,0.839458413926499,0.8023952095808383,0.8118811881188119,0.8304093567251463,0.8235294117647058,0.8805970149253731,0.8188976377952756,0.8372093023255813,0.828125,0.8304093567251463,0.8868274582560297,0.8950276243093923,0.920863309352518,0.8235294117647058,0.8142292490118577,0.0,0.9228007181328546,0.8909426987060998,0.8571428571428572,0.8483685220729367,0.8304093567251463,0.8700564971751412,0.9761092150170648,0.8372093023255813,0.907103825136612,0.9847715736040609,0.8888888888888888,0.9690721649484536
franciska_rosenkilde,0.8785046728971962,0.9342806394316163,0.8970588235294118,0.9342806394316163,0.945518453427065,0.920863309352518,0.9417989417989419,0.9130434782608696,0.8868274582560297,0.8929889298892989,0.9169675090252708,0.9150090415913201,0.9361702127659575,0.9090909090909091,0.9361702127659575,0.9010989010989011,0.9169675090252708,0.9323843416370107,0.9189189189189189,0.9436619718309859,0.9189189189189189,0.9285714285714286,0.920863309352518,0.9492119089316988,0.8909426987060998,0.911070780399274,0.911070780399274,0.9150090415913201,0.9169675090252708,0.9228007181328546,0.0,0.88268156424581,0.8868274582560297,0.9417989417989419,0.9380530973451328,0.9399293286219081,0.9473684210526316,0.88268156424581,0.8990825688073394,0.9761092150170648,0.9228007181328546,0.9547038327526133
christina_olumeko,0.8847583643122676,0.9565217391304348,0.9051094890510949,0.9130434782608696,0.9813242784380306,0.8805970149253731,0.9051094890510949,0.8909426987060998,0.8614800759013282,0.88268156424581,0.8929889298892989,0.8950276243093923,0.9228007181328546,0.9090909090909091,0.9247311827956989,0.8785046728971962,0.839458413926499,0.8847583643122676,0.9010989010989011,0.8764044943820225,0.9130434782608696,0.8636363636363636,0.874296435272045,0.9090909090909091,0.8805970149253731,0.8805970149253731,0.9051094890510949,0.8909426987060998,0.8868274582560297,0.8909426987060998,0.88268156424581,0.0,0.8700564971751412,0.907103825136612,0.9342806394316163,0.9285714285714286,0.920863309352518,0.8764044943820225,0.8657844990548205,0.9778534923339012,0.8970588235294118,0.9399293286219081
torsten_gejl,0.8785046728971962,0.9247311827956989,0.8258317025440314,0.8679245283018868,0.9637305699481865,0.8527724665391969,0.8326848249027238,0.8165680473372781,0.8023952095808383,0.8679245283018868,0.8527724665391969,0.8349514563106796,0.8909426987060998,0.8304093567251463,0.9010989010989011,0.8461538461538461,0.8326848249027238,0.839458413926499,0.8593155893536122,0.8679245283018868,0.907103825136612,0.8416988416988417,0.874296435272045,0.8549618320610687,0.8571428571428572,0.8527724665391969,0.903107861060329,0.8679245283018868,0.8764044943820225,0.8571428571428572,0.8868274582560297,0.8700564971751412,0.0,0.8764044943820225,0.8593155893536122,0.9051094890510949,0.9637305699481865,0.8165680473372781,0.8505747126436781,0.9795918367346939,0.8505747126436781,0.9473684210526316
morten_messerschmidt,0.8679245283018868,0.8483685220729367,0.8165680473372781,0.8614800759013282,0.9473684210526316,0.8188976377952756,0.8505747126436781,0.7603305785123967,0.8349514563106796,0.8929889298892989,0.8372093023255813,0.8909426987060998,0.8636363636363636,0.7951807228915663,0.7704918032786885,0.8349514563106796,0.8071570576540755,0.8212180746561886,0.8527724665391969,0.8188976377952756,0.8679245283018868,0.8593155893536122,0.8416988416988417,0.8571428571428572,0.7927565392354124,0.8721804511278195,0.9130434782608696,0.828125,0.8571428571428572,0.8483685220729367,0.9417989417989419,0.907103825136612,0.8764044943820225,0.0,0.8,0.8,0.945518453427065,0.7951807228915663,0.8372093023255813,0.9726027397260274,0.7854251012145749,0.9583333333333334
pia_kjarsgaard,0.8990825688073394,0.8593155893536122,0.7927565392354124,0.7854251012145749,0.9417989417989419,0.8657844990548205,0.8614800759013282,0.7525987525987525,0.7854251012145749,0.9090909090909091,0.8304093567251463,0.8970588235294118,0.8165680473372781,0.7525987525987525,0.6725663716814159,0.8349514563106796,0.8095238095238095,0.8439306358381503,0.8142292490118577,0.8549618320610687,0.907103825136612,0.839458413926499,0.8372093023255813,0.8326848249027238,0.8118811881188119,0.8188976377952756,0.907103825136612,0.8142292490118577,0.8614800759013282,0.8304093567251463,0.9380530973451328,0.9342806394316163,0.8593155893536122,0.8,0.0,0.728813559322034,0.9795918367346939,0.7927565392354124,0.874296435272045,0.9726027397260274,0.8095238095238095,0.9565217391304348
